,well_position,turbidity_600
0,A1,0.0412
1,A2,0.0388
2,A3,0.0385
3,A4,0.0402
4,A5,0.0406
5,A6,0.0386
6,A7,0.0442
7,A8,0.0379
8,A9,0.038
9,A10,0.0379
10,A11,0.0386
11,A12,0.0381
12,B1,0.039
13,B2,0.0385
14,B3,0.0383
15,B4,0.0389
16,B5,0.0388
17,B6,0.0478
18,B7,0.0386
19,B8,0.0975
20,B9,0.0494
21,B10,0.0496
22,B11,0.0385
23,B12,0.0626
24,C1,0.7942
25,C2,0.1237
26,C3,0.0388
27,C4,0.0578
28,C5,0.2269
29,C6,1.3341
30,C7,1.3899
31,C8,0.0407
32,C9,0.0384
33,C10,1.4009
34,C11,2.8596
