,well_position,turbidity_600
0,A1,0.0405
1,A2,0.0389
2,A3,0.0385
3,A4,0.0395
4,A5,0.0402
5,A6,0.0385
6,A7,0.0405
7,A8,0.0393
8,A9,0.0377
9,A10,0.0379
10,A11,0.0384
11,A12,0.04
12,B1,0.0389
13,B2,0.0385
14,B3,0.0387
15,B4,0.0387
16,B5,0.0386
17,B6,0.0478
18,B7,0.038
19,B8,0.1022
20,B9,0.045
21,B10,0.0419
22,B11,0.0384
23,B12,0.055
24,C1,0.3482
25,C2,0.0855
26,C3,0.0395
27,C4,0.0502
28,C5,0.1733
29,C6,1.2265
30,C7,1.3062
31,C8,0.0413
32,C9,0.0473
33,C10,1.7021
34,C11,2.8825
