,well_position,turbidity_600
0,A1,0.0406
1,A2,0.0387
2,A3,0.0386
3,A4,0.0399
4,A5,0.0401
5,A6,0.0388
6,A7,0.0436
7,A8,0.038
8,A9,0.0379
9,A10,0.0379
10,A11,0.0388
11,A12,0.0382
12,B1,0.0392
13,B2,0.0385
14,B3,0.0388
15,B4,0.0386
16,B5,0.0387
17,B6,0.0476
18,B7,0.0386
19,B8,0.0972
20,B9,0.05
21,B10,0.0523
22,B11,0.0385
23,B12,0.0672
24,C1,0.7685
25,C2,0.1267
26,C3,0.0388
27,C4,0.0592
28,C5,0.2334
29,C6,1.3831
30,C7,1.3727
31,C8,0.0404
32,C9,0.0383
33,C10,1.3691
34,C11,2.8433
