,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index
0,A1,219621.0,284305.0,0
1,A2,187658.0,242819.0,1
2,A3,309793.0,371973.0,2
3,A4,233016.0,274531.0,3
4,A5,234529.0,277234.0,4
5,A6,216071.0,257997.0,5
6,A7,86176.0,88555.0,6
7,A8,208661.0,269811.0,7
8,A9,215926.0,282213.0,8
9,A10,228032.0,300211.0,9
10,A11,221258.0,292720.0,10
11,A12,196425.0,227677.0,11
12,B1,188134.0,210562.0,12
13,B2,133975.0,145765.0,13
14,B3,125357.0,136495.0,14
15,B4,153662.0,183661.0,15
16,B5,175902.0,216718.0,16
17,B6,143943.0,171887.0,17
18,B7,180250.0,224291.0,18
19,B8,156497.0,178349.0,19
20,B9,185852.0,215132.0,20
21,B10,155988.0,187990.0,21
22,B11,143267.0,172378.0,22
23,B12,143622.0,159905.0,23
24,C1,57001.0,70437.0,24
25,C2,95292.0,111088.0,25
26,C3,161053.0,196732.0,26
27,C4,113324.0,122712.0,27
28,C5,59096.0,69865.0,28
29,C6,25156.0,31447.0,29
30,C7,33316.0,43421.0,30
31,C8,186927.0,235661.0,31
32,C9,168521.0,210569.0,32
33,C10,40858.0,51122.0,33
34,C11,33784.0,49388.0,34
