,well_position,turbidity_600
0,A1,0.0404
1,A2,0.0383
2,A3,0.0385
3,A4,0.0398
4,A5,0.0426
5,A6,0.0389
6,A7,0.0386
7,A8,0.0383
8,A9,0.038
9,A10,0.0379
10,A11,0.0388
11,A12,0.0379
12,B1,0.039
13,B2,0.039
14,B3,0.0391
15,B4,0.0389
16,B5,0.0388
17,B6,0.0477
18,B7,0.0385
19,B8,0.0718
20,B9,0.0417
21,B10,0.0391
22,B11,0.0389
23,B12,0.0449
24,C1,0.1324
25,C2,0.0526
26,C3,0.8581
27,C4,0.0412
28,C5,0.1086
29,C6,0.4447
30,C7,0.5609
31,C8,0.0418
32,C9,0.0438
33,C10,1.0742
34,C11,2.8864
