,well_position,turbidity_600
0,A1,0.0411
1,A2,0.0389
2,A3,0.0387
3,A4,0.0398
4,A5,0.0402
5,A6,0.0388
6,A7,0.0399
7,A8,0.0476
8,A9,0.038
9,A10,0.0379
10,A11,0.0388
11,A12,0.0387
12,B1,0.0387
13,B2,0.0383
14,B3,0.039
15,B4,0.0385
16,B5,0.0386
17,B6,0.0475
18,B7,0.0382
19,B8,0.1017
20,B9,0.0465
21,B10,0.0427
22,B11,0.0385
23,B12,0.0561
24,C1,0.4479
25,C2,0.0961
26,C3,0.0393
27,C4,0.0506
28,C5,0.1924
29,C6,1.3041
30,C7,1.424
31,C8,0.0411
32,C9,0.0415
33,C10,1.6416
34,C11,2.9268
