volume_target_ml,volume_target_ul,volume_measured_ml,volume_measured_ul,deviation_pct,precision_cv_pct,duration_s,trials_count,status,measurement_count,calibration_overaspirate_vol,hardware_parameters_aspirate_speed,hardware_parameters_dispense_speed,hardware_parameters_aspirate_wait_time,hardware_parameters_dispense_wait_time,hardware_parameters_retract_speed,hardware_parameters_blowout_vol,hardware_parameters_post_asp_air_vol,hardware_parameters_pre_asp_air_vol
0.1,100.0,0.09753968253968254,97.53968253968253,2.460317460317468,0.08136696501220049,92.20766906657566,34,success,61,0.00903742690058481,32,11,26.200000000000003,25.654172171163918,8.3,0.24,0.012,0.001
0.05,50.0,0.05026455026455027,50.264550264550266,1.0582010582010497,1.163860230920828,85.11143376662706,3,success,5,0.005635064405199047,32,11,26.200000000000003,25.654172171163918,8.3,0.24,0.012,0.001
0.025,25.0,0.025264550264550264,25.264550264550262,2.962962962962959,4.099847528890447,82.24222663324326,12,success,25,0.009000000000000001,32,11,26.200000000000003,25.654172171163918,8.3,0.249,0.012,0.001
