volume_target_ml,volume_target_ul,volume_measured_ml,volume_measured_ul,deviation_pct,precision_cv_pct,duration_s,trials_count,status,measurement_count,calibration_overaspirate_vol,hardware_parameters_aspirate_speed,hardware_parameters_dispense_speed,hardware_parameters_aspirate_wait_time,hardware_parameters_blowout_vol,hardware_parameters_post_asp_air_vol
0.2,200.0,0.19989066666666702,199.89066666666702,0.3893333333340354,0.5098747043660413,46.630069779977205,32,success,152,0.007200000000000001,17,5,3.4000000000000004,0.23800000000000002,0.018000000000000002
0.5,500.0,0.49951733333333304,499.51733333333306,0.458933333333178,0.7447400391695219,42.94260375993326,3,success,7,0.013426956521738646,17,5,3.4000000000000004,0.23800000000000002,0.018000000000000002
0.925,925.0,0.9195520000000006,919.5520000000006,0.5889729729729186,0.6211185100858417,56.602061400003734,3,success,7,0.014172487745101821,17,5,3.4000000000000004,0.23800000000000002,0.018000000000000002
