,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,A1,217028.0,249810.0,0,0.8687722669228614
1,A2,95778.0,115748.0,1,0.8274700210802779
2,A3,226043.0,282398.0,2,0.8004412212551081
3,A4,64887.0,80326.0,3,0.8077957323905087
4,A5,85319.0,113052.0,4,0.7546881081272335
5,A6,24746.0,31916.0,5,0.7753477879433514
6,A7,132647.0,166895.0,6,0.7947931334072321
7,A8,39831.0,50812.0,7,0.7838896323703062
8,A9,145702.0,169988.0,8,0.8571310916064664
9,A10,158305.0,183057.0,9,0.8647852854575351
10,A11,213223.0,243944.0,10,0.8740653592627816
11,A12,25909.0,33844.0,11,0.7655418981207895
12,B1,136855.0,153957.0,12,0.8889170352760836
13,B2,134234.0,150226.0,13,0.8935470557693076
