,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,D9,59716.0,74411.0,44,0.8025157570789265
1,D10,84057.0,108689.0,45,0.7733717303498974
2,D11,103744.0,137002.0,46,0.7572444197894921
3,D12,40817.0,56558.0,47,0.7216839350754978
4,E1,162319.0,185197.0,48,0.876466681425725
5,E2,149223.0,171044.0,49,0.872424639274105
6,E3,186549.0,222987.0,50,0.8365913707974008
7,E4,195021.0,225776.0,51,0.8637809155977606
8,E5,206777.0,238035.0,52,0.8686831768437414
9,E6,222172.0,276970.0,53,0.8021518576019063
10,E7,194053.0,238784.0,54,0.8126717032967034
11,E8,195325.0,220906.0,55,0.8841996143155912
12,E9,239980.0,275205.0,56,0.8720045057320907
13,E10,243563.0,277800.0,57,0.8767566594672426
