,well_position,turbidity_600,wellplate_index
0,A1,0.0532,0
1,A2,0.2989,1
2,A3,0.0391,2
3,A4,0.2707,3
4,A5,0.3642,4
5,A6,2.2292,5
6,A7,0.0959,6
7,A8,0.4969,7
8,A9,0.0861,8
9,A10,0.0379,9
10,A11,0.0514,10
11,A12,1.7679,11
12,B1,0.0385,12
13,B2,0.0513,13
