,well_position,turbidity_600,wellplate_index
0,D9,0.2699,44
1,D10,0.1741,45
2,D11,0.1161,46
3,D12,2.5286,47
4,E1,0.0394,48
5,E2,0.0384,49
6,E3,0.1646,50
7,E4,0.0551,51
8,E5,0.0516,52
9,E6,0.0389,53
10,E7,0.0385,54
11,E8,0.0381,55
12,E9,0.0529,56
13,E10,0.0399,57
