,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,H3,29333.0,37329.0,86,0.7857965656728013
1,H4,203580.0,254433.0,87,0.8001320583414887
2,H5,164253.0,190445.0,88,0.862469479377248
3,H6,171900.0,201455.0,89,0.8532922985282073
4,H7,64555.0,89499.0,90,0.7212929753405066
5,H8,90974.0,123280.0,91,0.737946138870863
6,H9,237301.0,286218.0,92,0.8290918111369655
7,H10,289068.0,371705.0,93,0.7776812257031785
8,H11,23279.0,29172.0,94,0.7979912244618127
9,H12,240344.0,292804.0,95,0.8208357809319545
