,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,F11,269353.0,345828.0,70,0.7788640595903166
1,F12,156693.0,182163.0,71,0.8601801683107986
2,G1,218000.0,262836.0,72,0.8294145398651631
3,G2,191790.0,233024.0,73,0.8230482697061247
4,G3,251297.0,291987.0,74,0.8606444807474305
5,G4,32052.0,41054.0,75,0.7807278218931164
6,G5,161656.0,188403.0,76,0.8580330461829164
7,G6,165067.0,196393.0,77,0.8404932966042578
8,G7,94515.0,119090.0,78,0.7936434629271979
9,G8,148538.0,169236.0,79,0.8776974166253043
10,G9,222826.0,282718.0,80,0.7881563961261752
11,G10,45634.0,64453.0,81,0.7080197973717283
12,G11,47018.0,64931.0,82,0.7241225300703824
13,G12,284803.0,356775.0,83,0.7982706187372994
