,well_position,turbidity_600,wellplate_index
0,H1,1.7025,84
1,H2,1.3135,85
2,H3,1.6304,86
3,H4,0.9183,87
4,H5,0.8602,88
5,H6,0.041,89
6,H7,1.9348,90
7,H8,0.0416,91
8,H9,0.0391,92
9,H10,0.8265,93
10,H11,0.0621,94
11,H12,0.3457,95
