,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,E9,244222.0,308699.0,56,0.7911331102465509
1,E10,225250.0,282325.0,57,0.7978393695209421
2,E11,226264.0,281452.0,58,0.8039168312891719
3,E12,48703.0,68792.0,59,0.7079747645075009
4,F1,183151.0,212638.0,60,0.8613277024802717
5,F2,169516.0,194714.0,61,0.8705896853847181
6,F3,185585.0,234835.0,62,0.7902782804948155
7,F4,102542.0,124914.0,63,0.8209007797364587
8,F5,95612.0,123347.0,64,0.7751465378160799
9,F6,245377.0,313455.0,65,0.7828141200491299
10,F7,23894.0,31627.0,66,0.7554937237170771
11,F8,131186.0,143711.0,67,0.9128459199365393
12,F9,225714.0,279608.0,68,0.8072515807845269
13,F10,161147.0,182890.0,69,0.8811143310186451
