,well_position,turbidity_600,wellplate_index
0,C5,0.0592,28
1,C6,0.1217,29
2,C7,0.6273,30
3,C8,0.8827,31
4,C9,0.0699,32
5,C10,2.6638,33
6,C11,0.5797,34
7,C12,0.0389,35
8,D1,0.0399,36
9,D2,0.0392,37
10,D3,0.0959,38
11,D4,0.0434,39
12,D5,0.2684,40
13,D6,0.4739,41
