,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,D7,150175.0,200687.0,42,0.7483045737890347
1,D8,167847.0,195898.0,43,0.856808134845685
2,D9,89448.0,111112.0,44,0.8050255597955216
3,D10,94719.0,114856.0,45,0.8246761161802605
4,D11,221444.0,251855.0,46,0.879251950527089
5,D12,22463.0,28560.0,47,0.7865196078431372
6,E1,252603.0,305224.0,48,0.8275987471496343
7,E2,259420.0,297240.0,49,0.8727627506392142
8,E3,92946.0,119119.0,50,0.7802785449844274
9,E4,180834.0,214777.0,51,0.8419616625616337
10,E5,176351.0,203021.0,52,0.8686342792124953
11,E6,85460.0,102049.0,53,0.837440837244853
12,E7,240916.0,276276.0,54,0.8720120459250894
13,E8,20096.0,25654.0,55,0.7833476261011928
