,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,G1,279390.0,365236.0,72,0.7649574521679133
1,G2,249865.0,324778.0,73,0.7693409036326352
2,G3,48930.0,68635.0,74,0.7129015808261091
3,G4,78075.0,107878.0,75,0.7237342182836167
4,G5,97782.0,115758.0,76,0.8447105167677396
5,G6,29081.0,38318.0,77,0.7589383579518764
6,G7,203946.0,251037.0,78,0.8124141062871211
7,G8,42769.0,58216.0,79,0.7346605744125326
8,G9,226285.0,281508.0,80,0.8038315074527189
9,G10,244633.0,304182.0,81,0.8042323345891604
10,G11,55670.0,73951.0,82,0.752795770172141
11,G12,259220.0,298347.0,83,0.8688540524959192
12,H1,21973.0,24624.0,84,0.8923408057179987
13,H2,39603.0,51798.0,85,0.7645661994671609
