,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,C5,206813.0,239667.0,28,0.8629181322418189
1,C6,183720.0,219217.0,29,0.838073689540501
2,C7,33455.0,43279.0,30,0.7730076942628065
3,C8,25623.0,32911.0,31,0.7785542827626022
4,C9,244598.0,286720.0,32,0.8530901227678571
5,C10,33227.0,45341.0,33,0.7328245958404094
6,C11,36649.0,49397.0,34,0.7419276474279815
7,C12,196319.0,239994.0,35,0.8180162837404269
8,D1,224443.0,254875.0,36,0.8806002942618931
9,D2,187499.0,226496.0,37,0.8278247739474428
10,D3,154239.0,202668.0,38,0.7610426905086151
11,D4,256899.0,334475.0,39,0.7680663726735929
12,D5,56534.0,69395.0,40,0.8146696447870884
13,D6,33031.0,44524.0,41,0.7418695534992363
