,well_position,turbidity_600,wellplate_index
0,D7,0.2225,42
1,D8,0.0379,43
2,D9,0.1312,44
3,D10,0.176,45
4,D11,0.0415,46
5,D12,1.0686,47
6,E1,0.0396,48
7,E2,0.0437,49
8,E3,0.2658,50
9,E4,0.0391,51
10,E5,0.0481,52
11,E6,0.1707,53
12,E7,0.0384,54
13,E8,2.3041,55
