,well_position,turbidity_600,wellplate_index
0,F11,0.0396,70
1,F12,0.0552,71
2,G1,0.0382,72
3,G2,0.0396,73
4,G3,0.053,74
5,G4,0.5761,75
6,G5,0.0403,76
7,G6,0.0441,77
8,G7,0.1228,78
9,G8,0.0495,79
10,G9,0.0399,80
11,G10,2.8398,81
12,G11,2.4272,82
13,G12,0.0389,83
