,well_position,turbidity_600,wellplate_index
0,H3,0.4884,86
1,H4,0.0396,87
2,H5,0.0432,88
3,H6,0.0385,89
4,H7,1.1635,90
5,H8,0.3782,91
6,H9,0.039,92
7,H10,0.0386,93
8,H11,0.7234,94
9,H12,0.038,95
