,well_position,turbidity_600,wellplate_index
0,B3,0.0798,14
1,B4,2.7599,15
2,B5,2.4218,16
3,B6,2.6585,17
4,B7,0.1411,18
5,B8,0.0386,19
6,B9,0.0401,20
7,B10,0.0908,21
8,B11,0.0383,22
9,B12,0.6456,23
10,C1,0.0394,24
11,C2,0.5352,25
12,C3,0.0661,26
13,C4,0.0555,27
