timestamp,target_volume_ml,measured_volume_ml,measured_volume_ul,deviation_pct,duration_s,strategy,total_measurement_count,aspirate_speed,aspirate_wait_time,blowout_vol,dispense_speed,overaspirate_vol,pre_asp_air_vol
1769124918.330938,0.05,0.04542574257425955,45.425742574259544,9.14851485148091,45.193886399734765,screening,1,19,0.0,0.006,30,0.006500000000000001,0.101
1769124962.0964415,0.05,0.04582178217821902,45.821782178219024,8.356435643561962,43.761426399927586,screening,2,19,0.0,0.006,30,0.006500000000000001,0.101
1769125004.7069633,0.05,0.045603960396040255,45.60396039604026,8.792079207919496,42.6087477998808,screening,3,19,0.0,0.006,30,0.006500000000000001,0.101
1769125052.6751828,0.05,0.04198019801980087,41.98019801980087,16.03960396039826,47.950370700098574,screening,4,24,16.6,0.2,10,0.0018000000000000002,0.292
1769125118.903524,0.05,0.04504950495049383,45.04950495049383,9.900990099012352,66.2145913997665,screening,5,12,7.800000000000001,0.264,23,0.003,0.17300000000000001
1769125184.531303,0.05,0.04485148514851585,44.85148514851585,10.297029702968308,65.62379779992625,screening,6,12,7.800000000000001,0.264,23,0.003,0.17300000000000001
1769125231.7201939,0.05,0.04516831683168448,45.16831683168448,9.663366336631048,47.17509789997712,screening,7,28,13.8,0.092,16,0.0039000000000000003,0.069
1769125279.0125406,0.05,0.04445544554455286,44.45544554455286,11.089108910894291,47.29052540007979,screening,8,28,13.8,0.092,16,0.0039000000000000003,0.069
1769125317.466132,0.05,0.04792079207920704,47.92079207920704,4.158415841585924,38.43282510014251,screening,9,15,11.700000000000001,0.133,6,0.0048000000000000004,0.12
1769125355.723477,0.05,0.04497029702970123,44.97029702970123,10.059405940597552,38.241870699916035,screening,10,15,11.700000000000001,0.133,6,0.0048000000000000004,0.12
1769125393.9116347,0.05,0.046633663366336994,46.633663366337,6.7326732673260175,38.18539349967614,screening,11,15,11.700000000000001,0.133,6,0.0048000000000000004,0.12
1769125595.5697224,0.05,0.04455445544554448,44.554455445544484,10.89108910891104,201.64300760021433,screening,12,30,5.2,0.261,34,0.0019,0.23600000000000002
1769125643.4961917,0.05,0.04194059405940633,41.94059405940633,16.11881188118734,47.91480050003156,screening,13,16,18.900000000000002,0.17500000000000002,12,0.0007,0.193
1769125686.141394,0.05,0.051306930693070386,51.306930693070385,2.6138613861407674,42.61718560010195,screening,14,22,3.0,0.068,27,0.0074,0.013000000000000001
1769125728.3303509,0.05,0.053168316831684125,53.16831683168412,6.336633663368244,42.18997810035944,screening,15,22,3.0,0.068,27,0.0074,0.013000000000000001
1769125770.338561,0.05,0.05112871287128616,51.12871287128616,2.2574257425723165,42.00407540006563,screening,16,22,3.0,0.068,27,0.0074,0.013000000000000001
1769125811.3501043,0.05,0.04748514851485127,47.48514851485127,5.029702970297464,40.990959600079805,screening,17,11,7.4,0.217,16,0.007,0.056
1769125851.9196684,0.05,0.04683168316831673,46.83168316831673,6.33663366336655,40.56641469988972,screening,18,11,7.4,0.217,16,0.007,0.056
1769125892.7209818,0.05,0.04918811881188157,49.18811881188157,1.6237623762368618,40.794810000341386,screening,19,11,7.4,0.217,16,0.007,0.056
1769125943.9165852,0.05,0.04207920792079074,42.07920792079074,15.84158415841852,51.17386920005083,screening,20,26,10.9,0.028,24,0.0004,0.151
1769125987.3130405,0.05,0.046415841584159984,46.415841584159985,7.1683168316800385,43.388906999956816,calibration,21,19,0.0,0.006,30,0.006500000000000001,0.101
1769126030.9043717,0.05,0.05029702970297091,50.29702970297091,0.5940594059418158,43.587855000048876,calibration,22,19,0.0,0.006,30,0.01158415841584002,0.101
1769126073.5215948,0.05,0.04887128712871294,48.87128712871294,2.257425742574121,33.02685150038451,optimization,23,18,5.300000000000001,0.126,8,0.0073,0.02
1769126106.6587908,0.05,0.04954455445544475,49.54455445544475,0.9108910891105076,33.135499299969524,optimization,24,18,5.300000000000001,0.126,8,0.0073,0.02
1769126139.5424943,0.05,0.05118811881188148,51.18811881188148,2.376237623762961,32.880572500173,optimization,25,18,5.300000000000001,0.126,8,0.0073,0.02
1769126187.7260578,0.05,0.048019801980198666,48.019801980198665,3.9603960396026734,37.73178429994732,optimization,26,11,2.6,0.138,17,0.0058000000000000005,0.0
1769126224.5286558,0.05,0.05019801980198105,50.19801980198105,0.3960396039620895,36.80043140007183,optimization,27,11,2.6,0.138,17,0.0058000000000000005,0.0
1769126261.3213074,0.05,0.048970297029702806,48.970297029702806,2.0594059405943943,36.789793899748474,optimization,28,11,2.6,0.138,17,0.0058000000000000005,0.0
1769126303.7062593,0.05,0.051861386138611534,51.861386138611536,3.722772277223063,29.71340009989217,optimization,29,16,2.0,0.134,14,0.0086,0.018000000000000002
1769126334.6734476,0.05,0.05198019801980043,51.98019801980043,3.9603960396008553,30.97894229972735,optimization,30,16,2.0,0.134,14,0.0086,0.018000000000000002
1769126364.335936,0.05,0.051485148514851094,51.48514851485109,2.970297029702182,29.645833699963987,optimization,31,16,2.0,0.134,14,0.0086,0.018000000000000002
1769126403.1203463,0.05,0.04999999999999955,49.99999999999955,9.020562075079397e-13,29.290714299771935,optimization,32,10,4.5,0.139,5,0.0064,0.0
1769126432.9054472,0.05,0.04938613861386307,49.38613861386307,1.2277227722738704,29.783002499956638,optimization,33,10,4.5,0.139,5,0.0064,0.0
1769126462.7204819,0.05,0.049762376237623515,49.76237623762351,0.47524752475297527,29.812974500004202,optimization,34,10,4.5,0.139,5,0.0064,0.0
1769126504.7459102,0.05,0.04712871287128809,47.128712871288094,5.7425742574238186,30.92969619994983,optimization,35,10,3.3000000000000003,0.176,5,0.0057,0.105
1769126534.5059836,0.05,0.049108910891090735,49.10891089109074,1.7821782178185364,29.758868699893355,optimization,36,10,3.3000000000000003,0.176,5,0.0057,0.105
1769126564.1144779,0.05,0.04920792079207884,49.207920792078845,1.584158415842321,29.604897999670357,optimization,37,10,3.3000000000000003,0.176,5,0.0057,0.105
1769126607.2951925,0.05,0.05039603960396078,50.39603960396078,0.7920792079215561,32.30149579979479,optimization,38,14,5.5,0.097,14,0.007,0.0
1769126639.7088845,0.05,0.05089108910891188,50.89108910891188,1.7821782178237544,32.416522100102156,optimization,39,14,5.5,0.097,14,0.007,0.0
1769126671.6987495,0.05,0.05009900990099118,50.09900990099118,0.19801980198234925,31.983288699761033,optimization,40,14,5.5,0.097,14,0.007,0.0
