timestamp,target_volume_ml,measured_volume_ml,measured_volume_ul,deviation_pct,duration_s,strategy,total_measurement_count,aspirate_speed,aspirate_wait_time,blowout_vol,dispense_speed,overaspirate_vol,pre_asp_air_vol
1769126714.308132,0.05,0.05099009900989999,50.990099009899986,1.9801980197999698,30.714098499622196,optimization,41,10,6.0,0.114,5,0.008,0.0
1769126747.7007282,0.05,0.05099009900989999,50.990099009899986,1.9801980197999698,33.389667799696326,optimization,42,10,6.0,0.114,5,0.008,0.0
1769126778.3250332,0.05,0.04970297029702994,49.70297029702994,0.5940594059401227,30.621675400063396,optimization,43,10,6.0,0.114,5,0.008,0.0
1769126808.1423557,0.025,0.02794059405940695,27.94059405940695,11.762376237627798,29.793417299631983,calibration,44,10,4.5,0.139,5,0.0064,0.0
1769126837.1110425,0.025,0.024693069306931534,24.693069306931534,1.2277227722738704,28.964339600410312,calibration,45,10,4.5,0.139,5,0.0027094059405930507,0.0
1769126866.518987,0.025,0.02356435643564317,23.56435643564317,5.7425742574273295,29.401190999895334,inherited,46,10,4.5,0.139,5,0.003058212086450661,0.0
1769126895.3243845,0.025,0.024653465346535237,24.65346534653524,1.386138613859056,28.803578600287437,inherited,47,10,4.5,0.139,5,0.003058212086450661,0.0
1769126924.5119576,0.025,0.02453465346534458,24.53465346534458,1.8613861386216901,29.18462979979813,inherited,48,10,4.5,0.139,5,0.003058212086450661,0.0
1769126953.7507963,0.01,0.014316831683168016,14.316831683168015,43.16831683168015,29.232545700389892,calibration,49,10,4.5,0.139,5,0.0064,0.0
1769126982.9082558,0.01,0.009108910891088985,9.108910891088986,8.91089108911015,29.150595100130886,calibration,50,10,4.5,0.139,5,0.0015831683168319854,0.0
1769127011.6988132,0.01,0.010613861386139555,10.613861386139554,6.138613861395546,28.798521700315177,inherited,51,10,4.5,0.139,5,0.002407341038286731,0.0
1769127040.2991755,0.01,0.009999999999999558,9.999999999999558,4.423544863740858e-12,28.596007000189275,inherited,52,10,4.5,0.139,5,0.002407341038286731,0.0
1769127069.1293259,0.01,0.010118811881188456,10.118811881188456,1.1881188118845545,28.823936800006777,inherited,53,10,4.5,0.139,5,0.002407341038286731,0.0
1769127098.2946644,0.005,0.009069306930692685,9.069306930692685,81.3861386138537,29.1477175001055,calibration,54,10,4.5,0.139,5,0.0064,0.0
1769127127.5140765,0.005,0.005643564356434802,5.643564356434802,12.871287128696038,29.215910699684173,calibration,55,10,4.5,0.139,5,0.0020806930693073157,0.0
1769127156.5386903,0.005,0.0042574257425748874,4.257425742574887,14.851485148502253,29.023291199933738,inherited,56,10,4.5,0.139,5,0.0012692625765482984,0.0
1769127194.1292996,0.005,0.0028712871287132147,2.871287128713215,42.57425742573571,31.68229079991579,optimization,57,10,4.5,0.3,5,0.0007,0.3
1769127229.283606,0.005,0.004158415841583261,4.158415841583261,16.83168316833478,28.60428770026192,optimization,58,10,4.5,0.054,5,0.0016,0.0
1769127265.535163,0.005,0.004851485148517615,4.8514851485176145,2.9702970296477047,29.945186799857765,optimization,59,10,4.5,0.3,5,0.0017000000000000001,0.056
1769127295.3289058,0.005,0.0051683168316827306,5.168316831682731,3.366336633654609,29.807217500172555,optimization,60,10,4.5,0.3,5,0.0017000000000000001,0.056
1769127325.283656,0.005,0.0047524752475259875,4.752475247525988,4.950495049480253,29.936428900342435,optimization,61,10,4.5,0.3,5,0.0017000000000000001,0.056
1769127354.3469982,0.002,0.006336633663367398,6.336633663367397,216.83168316836986,29.046995300333947,calibration,62,10,4.5,0.139,5,0.0064,0.0
1769127382.7356288,0.002,0.00209900990098978,2.09900990098978,4.950495049488995,28.382389099802822,calibration,63,10,4.5,0.139,5,0.001963366336632603,0.0
1769127412.526195,0.002,0.00211881188118705,2.11881188118705,5.940594059352495,29.796612599864602,inherited,64,10,4.5,0.3,5,0.0018597066716010224,0.056
1769127442.9133298,0.002,0.0022772277227704873,2.2772277227704874,13.861386138524361,30.37374270008877,inherited,65,10,4.5,0.3,5,0.0018597066716010224,0.056
1769127473.110516,0.002,0.0018811881188127732,1.8811881188127733,5.9405940593613416,30.203930099960417,inherited,66,10,4.5,0.3,5,0.0018597066716010224,0.056
1769127508.7084274,0.002,0.002495049504949253,2.495049504949253,24.752475247462648,28.635370099917054,optimization,67,10,4.5,0.068,5,0.002,0.0
1769127544.1446874,0.002,0.0023168316831685453,2.3168316831685454,15.84158415842726,28.866550600156188,optimization,68,10,4.5,0.17,5,0.0019,0.0
1769127579.7824864,0.002,0.0023762376237638732,2.376237623763873,18.81188118819366,28.979952599853277,optimization,69,10,4.5,0.127,5,0.0019,0.0
1769127615.1203766,0.002,0.0024752475247519826,2.4752475247519827,23.762376237599128,28.920377499889582,optimization,70,10,4.5,0.134,5,0.002,0.0
1769127653.51912,0.002,0.0016831683168312779,1.6831683168312779,15.84158415843611,32.068511799909174,optimization,71,10,4.5,0.28300000000000003,5,0.002,0.178
1769127689.327435,0.002,0.0017821782178211463,1.7821782178211463,10.891089108942689,29.412132899742573,optimization,72,10,4.5,0.28,5,0.0017000000000000001,0.0
1769127725.654712,0.002,0.002351485148513768,2.351485148513768,17.5742574256884,29.518545900005847,optimization,73,10,4.5,0.3,5,0.0021000000000000003,0.0
1769127762.9411688,0.002,0.0018415841584164742,1.8415841584164743,7.920792079176291,30.911552200093865,optimization,74,10,4.5,0.273,5,0.0017000000000000001,0.259
1769127793.9249122,0.002,0.002178217821782378,2.1782178217823778,8.910891089118893,30.983174699824303,optimization,75,10,4.5,0.273,5,0.0017000000000000001,0.259
1769127824.952377,0.002,0.0014851485148515413,1.4851485148515413,25.742574257422934,31.02073650015518,optimization,76,10,4.5,0.273,5,0.0017000000000000001,0.259
1769127860.3685427,0.002,0.0019405940594045836,1.9405940594045836,2.970297029770822,28.823536899872124,optimization,77,10,4.5,0.181,5,0.0017000000000000001,0.0
1769127889.1564264,0.002,0.0024356435643574426,2.435643564357443,21.78217821787213,28.779472399968654,optimization,78,10,4.5,0.181,5,0.0017000000000000001,0.0
1769127923.9063828,0.002,0.0016831683168312779,1.6831683168312779,15.84158415843611,28.516646000090986,optimization,79,10,4.5,0.0,5,0.0017000000000000001,0.3
1769127958.8730478,0.002,0.0017821782178211463,1.7821782178211463,10.891089108942689,29.06282249977812,optimization,80,10,4.5,0.3,5,0.0018000000000000002,0.0
1769127996.964133,0.002,0.001782178217822905,1.782178217822905,10.89108910885475,31.54630979988724,optimization,81,10,4.5,0.3,5,0.0019,0.3
1769128034.1370878,0.002,0.0027722772277215878,2.7722772277215877,38.613861386079385,31.04880699981004,optimization,82,10,4.5,0.3,5,0.0017000000000000001,0.3
1769128069.5296502,0.002,0.0023762376237621147,2.3762376237621146,18.81188118810573,28.40696409996599,optimization,83,10,4.5,0.032,5,0.002,0.0
1769128105.1679482,0.002,0.0017623762376221173,1.7623762376221173,11.881188118894139,28.78230099985376,optimization,84,10,4.5,0.182,5,0.002,0.0
1769128141.5233183,0.002,0.002594059405939121,2.594059405939121,29.702970296956043,29.341224600095302,optimization,85,10,4.5,0.125,5,0.002,0.056
1769128178.726541,0.002,0.002138613861386079,2.138613861386079,6.930693069303945,29.85814049979672,optimization,86,10,4.5,0.298,5,0.0018000000000000002,0.069
1769128208.5332682,0.002,0.002079207920790751,2.079207920790751,3.9603960395375455,29.801918799988925,optimization,87,10,4.5,0.298,5,0.0018000000000000002,0.069
1769128238.444787,0.002,0.0018415841584164742,1.8415841584164743,7.920792079176291,29.905097799841315,optimization,88,10,4.5,0.298,5,0.0018000000000000002,0.069
1769128274.758982,0.002,0.0020990099009915385,2.0990099009915384,4.950495049576924,29.859236699994653,optimization,89,10,4.5,0.271,5,0.0019,0.077
1769128306.9602199,0.002,0.0038613861386136558,3.8613861386136556,93.06930693068279,32.199446300044656,optimization,90,10,4.5,0.271,5,0.0019,0.077
1769128342.7234378,0.002,0.0019801980198008826,1.9801980198008826,0.9900990099558733,29.76655049994588,optimization,91,10,4.5,0.3,5,0.0018000000000000002,0.064
1769128372.94353,0.002,0.0022970297029695163,2.297029702969516,14.851485148475813,30.225349300075322,optimization,92,10,4.5,0.3,5,0.0018000000000000002,0.064
1769128402.7408714,0.002,0.00209900990098978,2.09900990098978,4.950495049488995,29.784298399928957,optimization,93,10,4.5,0.3,5,0.0018000000000000002,0.064
1769128438.7566726,0.002,0.001742574257424847,1.742574257424847,12.87128712875765,28.700327499769628,optimization,94,10,4.5,0.14300000000000002,5,0.0019,0.0
1769128474.7362168,0.002,0.0018217821782209628,1.8217821782209629,8.91089108895186,29.614437600132078,optimization,95,10,4.5,0.3,5,0.0018000000000000002,0.069
1769128504.1331975,0.002,0.001722772277227577,1.722772277227577,13.861386138621148,29.398020799737424,optimization,96,10,4.5,0.3,5,0.0018000000000000002,0.069
