experiment_timestamp,total_trials,volumes_calibrated,mean_deviation_pct,best_deviation_pct,worst_deviation_pct,mean_cv_pct,mean_time_s,total_measurements,successful_volumes,efficiency_trials_per_volume,volume_1_ul,volume_1_deviation_pct,volume_1_trials,volume_2_ul,volume_2_deviation_pct,volume_2_trials,volume_3_ul,volume_3_deviation_pct,volume_3_trials,volume_4_ul,volume_4_deviation_pct,volume_4_trials,volume_5_ul,volume_5_deviation_pct,volume_5_trials
2026-01-22T19:35:15.614068,55,5,3.207920792068046,0.5676567656759159,6.2706270626725935,3.6914912405146625,29.44990310001497,96,5,11.0,50.0,0.5676567656759159,19,25.0,2.9966996699693587,3,10.0,2.442244224428175,3,5.0,3.762376237594189,6,2.0,6.2706270626725935,24
