,well_position,334_373,334_384
0,A1,198001.0,237947.0
1,A2,235079.0,305768.0
2,A3,220231.0,282816.0
3,A4,142760.0,167168.0
4,A5,147202.0,172905.0
5,A6,28014.0,37443.0
6,A7,125427.0,160126.0
7,A8,222859.0,289492.0
8,A9,222256.0,287696.0
9,A10,22015.0,28295.0
10,A11,226011.0,280194.0
11,A12,84351.0,112663.0
12,B1,225161.0,284913.0
13,B2,21297.0,27971.0
