,well_position,turbidity_600
0,H3,0.0384
1,H4,0.0379
2,H5,0.4212
3,H6,0.3674
4,H7,0.2342
5,H8,0.0386
6,H9,0.0404
7,H10,0.0388
8,H11,0.2094
9,H12,0.3323
