,well_position,turbidity_600
0,D7,0.0422
1,D8,0.0393
2,D9,0.0383
3,D10,0.0468
4,D11,1.0568
5,D12,2.019
6,E1,0.0425
7,E2,0.0391
8,E3,0.0484
9,E4,2.465
10,E5,0.0391
11,E6,0.0385
12,E7,0.1735
13,E8,0.1522
