,well_position,turbidity_600
0,H1,0.072
1,H2,0.0619
2,H3,0.0407
3,H4,0.0389
4,H5,0.286
5,H6,0.6993
6,H7,0.039
7,H8,0.244
8,H9,0.0398
9,H10,0.4513
10,H11,0.0384
11,H12,0.0552
