,well_position,turbidity_600
0,F11,0.1197
1,F12,0.1107
2,G1,0.1685
3,G2,0.3375
4,G3,0.0384
5,G4,0.2606
6,G5,0.0392
7,G6,0.5683
8,G7,0.2656
9,G8,0.0657
10,G9,0.0947
11,G10,0.2246
12,G11,0.0472
13,G12,0.4991
