deviation,variability,time,aspirate_speed,wait_time,retract_speed,pre_asp_air_vol,post_asp_air_vol,blowout_vol,volume,trial_index,strategy
3.1427616181873694,1.2657891697364518,236.80402482202877,17,3.9591368585824966,2.7358557134866714,0.03462322652339935,0.02134751379489899,0.05481463670730591,0.1,0,SOBOL
4.714142427282397,1.6268579122545475,695.1956567193146,28,18.609520692378283,10.75402433052659,0.06596395066007972,0.08671318618580699,0.0430792398750782,0.1,1,SOBOL
11.735205616851973,2.1954498400107507,309.60220668298064,22,8.125455986708403,5.638304226100445,0.010094708111137152,0.07079338999465108,0.012273490335792303,0.05,2,SOBOL
10.865931126714546,0.7586537784488055,511.19014351610997,10,22.747248930856586,14.628858705982566,0.09127677585929633,0.03686707001179457,0.09900011243298651,0.05,3,SOBOL
20.42795051822564,0.38586123009292667,299.8979360464775,6,11.976870746351779,9.412869492545724,0.08289078483358026,0.04044066481292248,0.0672242102213204,0.02,4,SOBOL
29.45503176195361,1.9344824171397115,638.5389064256437,20,26.396898253820837,3.8548407964408398,0.014184195548295975,0.055024944152683025,0.03047364791855216,0.02,5,SOBOL
43.497158141090964,1.1115554667026324,408.6925445138047,27,7.839112616144121,12.523789495229721,0.05831037536263466,0.08910270193591714,0.024659451097249985,0.01,6,SOBOL
30.45804078902955,0.4027681991197134,509.9239447447499,11,22.23054934386164,7.965542970225215,0.03954280922189355,0.005957488901913166,0.08641954753547908,0.01,7,SOBOL
2.741558007355807,0.20548046676515364,84.92804628246301,13,2.182169234517912,10.38598596924757,0.08929945447327998,0.01696762079561773,0.1,0.1,8,BAYESIAN
3.3433634236037353,0.4496912521083545,123.16660484859486,5,4.657643975212899,14.29387509945853,0.09999999999999994,0.0017350034177119212,0.1,0.1,9,BAYESIAN
3.7780006686724494,0.80553639824026,412.3312213627824,9,18.965461280781412,1.0000000000000033,0.05451816938404991,7.470656401348347e-17,0.09690307524960838,0.1,10,BAYESIAN
2.6412571046473183,0.20548046676582604,49.998300504407986,10,0.5,13.104873865214131,0.03544299272467973,0.01716219991266511,0.015701656449370063,0.1,11,BAYESIAN
3.376797057840302,0.2054804667659221,622.4884958205139,9,30.0,11.73913063410411,0.0,0.019917516299552986,0.09999999999999348,0.1,12,BAYESIAN
28.986960882647157,0.7118052168020922,553.3470570622417,30,15.85810336227417,14.99999999999965,0.0,0.09703424292855393,0.0,0.05,13,BAYESIAN
8.324974924773002,0.28284271247437853,58.31898067130955,13,0.5000000000000008,13.214490695876508,0.01345849766272681,0.04676514067571873,0.06654614402000678,0.05,14,BAYESIAN
8.592443998664269,0.24944382578513935,62.696351392388095,6,0.5,8.945942309277076,0.1,0.021835971730308087,0.1,0.05,15,BAYESIAN
7.923771313941439,0.16329931618588983,58.670911538184086,10,0.5000000000003851,9.796922193614703,0.0999999999999991,0.07061887325142509,3.0216498962502863e-16,0.05,16,BAYESIAN
12.671347375458941,0.46427960923898376,24.1378767038266,11,0.5,10.08651906288717,0.001029280379316729,0.017979768723926367,0.0,0.05,17,BAYESIAN
31.96255432965384,0.18856180831597322,45.35048261140235,8,0.8878640455168842,11.362189724841944,3.482887684647302e-18,5.942628851012927e-17,1.809904130020174e-17,0.02,18,BAYESIAN
9.896355733867422,1.1614167593459073,194.4550190095529,5,7.920769662294445,10.188821151099893,0.033281877966081744,3.199187811661732e-18,0.014307169959177846,0.02,19,BAYESIAN
32.46405884319924,0.41096093353107577,98.7491416436391,10,5.728783452795278,13.127836820062466,0.0,0.0,0.0,0.02,20,BAYESIAN
6.3858241390823425,1.8624953392930441,52.167476953734685,9,0.5000000000000328,11.115758538566727,0.03531453638752871,0.0,0.045363308857002155,0.02,21,BAYESIAN
34.63724506853984,0.16996731711936336,40.85583217952531,7,0.5000000000021253,14.425739908674023,1.1612893158407356e-14,0.09999999999999423,0.0,0.02,22,BAYESIAN
8.726178535611668,1.7146428199483725,44.17018884628927,11,0.5000000000000109,12.150271922425658,0.035633373086168034,3.104222934964256e-17,0.0834660395977372,0.01,23,BAYESIAN
22.099632230026785,0.2494438257843481,42.574386305721205,9,0.5000000000002808,11.784912179914965,0.05408099796496129,3.0383805020418326e-17,0.009061280267818042,0.01,24,BAYESIAN
22.433968572380483,0.385861230092364,62.89761125049351,8,0.5,12.456187131794477,0.032326352892861836,9.914204415518774e-15,0.06374808179402107,0.01,25,BAYESIAN
20.76228686058231,0.29439202887751226,49.369020498294326,11,0.5,14.999999999999968,0.04022510360749511,0.0,0.009829748894072787,0.01,26,BAYESIAN
20.42795051821673,0.4642796092391963,69.08683240691332,14,0.5,14.419203328925418,0.025304046129734133,0.029579521611285527,0.09990434521383501,0.01,27,BAYESIAN
