volume,replicate,mass,start_time,end_time,aspirate_speed,wait_time,retract_speed,pre_asp_air_vol,post_asp_air_vol,blowout_vol
0.01,2,0.007600000000000051,2025-06-19T16:25:08.923832,2025-06-19T16:25:22.929238,11,0.5000000000000109,12.150271922425658,0.035633373086168034,3.104222934964256e-17,0.0834660395977372
0.01,0,0.007699999999999818,2025-06-19T16:25:49.513585,2025-06-19T16:26:03.524575,9,0.5000000000002808,11.784912179914965,0.05408099796496129,3.0383805020418326e-17,0.009061280267818042
0.01,1,0.008099999999998886,2025-06-19T16:26:03.524827,2025-06-19T16:26:16.923077,9,0.5000000000002808,11.784912179914965,0.05408099796496129,3.0383805020418326e-17,0.009061280267818042
0.01,2,0.007500000000000284,2025-06-19T16:26:16.923697,2025-06-19T16:26:30.928991,9,0.5000000000002808,11.784912179914965,0.05408099796496129,3.0383805020418326e-17,0.009061280267818042
0.01,0,0.007900000000001128,2025-06-19T16:26:57.813849,2025-06-19T16:27:11.523665,8,0.5,12.456187131794477,0.032326352892861836,9.914204415518774e-15,0.06374808179402107
0.01,1,0.007200000000000983,2025-06-19T16:27:11.523665,2025-06-19T16:27:28.119916,8,0.5,12.456187131794477,0.032326352892861836,9.914204415518774e-15,0.06374808179402107
0.01,2,0.008099999999998886,2025-06-19T16:27:28.119916,2025-06-19T16:27:45.132174,8,0.5,12.456187131794477,0.032326352892861836,9.914204415518774e-15,0.06374808179402107
0.01,0,0.007500000000000284,2025-06-19T16:28:17.945115,2025-06-19T16:28:31.322810,11,0.5,14.999999999999968,0.04022510360749511,0.0,0.009829748894072787
0.01,1,0.00820000000000043,2025-06-19T16:28:31.322810,2025-06-19T16:28:45.120902,11,0.5,14.999999999999968,0.04022510360749511,0.0,0.009829748894072787
0.01,2,0.007999999999999119,2025-06-19T16:28:45.120902,2025-06-19T16:29:01.333583,11,0.5,14.999999999999968,0.04022510360749511,0.0,0.009829748894072787
0.01,0,0.008100000000000662,2025-06-19T16:29:29.618246,2025-06-19T16:29:45.525948,14,0.5,14.419203328925418,0.025304046129734133,0.029579521611285527,0.09990434521383501
0.01,1,0.00730000000000075,2025-06-19T16:29:45.526200,2025-06-19T16:30:00.731180,14,0.5,14.419203328925418,0.025304046129734133,0.029579521611285527,0.09990434521383501
0.01,2,0.008399999999999963,2025-06-19T16:30:00.731180,2025-06-19T16:30:18.734559,14,0.5,14.419203328925418,0.025304046129734133,0.029579521611285527,0.09990434521383501
