wellplate_index,well_type,control_type,surf_A,surf_B,surf_A_conc_mm,surf_B_conc_mm,substock_A_name,substock_A_conc_mm,surf_A_volume_ul,substock_B_name,substock_B_conc_mm,surf_B_volume_ul,water_volume_ul,buffer_volume_ul,buffer_used,pyrene_volume_ul,replicate,turbidity_600,fluorescence_334_373,fluorescence_334_384,ratio
0,control,surfactant_A_stock,SDS,TTAB,50.0,,SDS_stock,50.0,200.0,,,0.0,0.0,0.0,,5,1,0.0405,235898.0,302349.0,0.7802175631472239
1,control,surfactant_B_stock,SDS,TTAB,,50.0,,,0.0,TTAB_stock,50.0,200.0,0.0,0.0,,5,1,0.0383,187609.0,234407.0,0.8003557914226112
2,control,water_blank,SDS,TTAB,,,,,0.0,,,0.0,200.0,0.0,,5,1,0.0379,248625.0,281210.0,0.8841257423277977
3,experiment,experiment,SDS,TTAB,0.0001,0.0001,SDS_dilution_0,0.0005,40.0,TTAB_dilution_0,0.0005,40.0,120.0,0.0,,5,1,0.0379,281764.0,322194.0,0.874516595591476
4,experiment,experiment,SDS,TTAB,0.0001,0.0004666838959452567,SDS_dilution_0,0.0005,40.0,TTAB_dilution_1,0.003,31.112259729683778,128.88774027031621,0.0,,5,1,0.0383,333829.0,384843.0,0.8674420477961142
5,experiment,experiment,SDS,TTAB,0.0001,0.002177938587346432,SDS_dilution_0,0.0005,40.0,TTAB_dilution_2,0.02,21.779385873464317,138.22061412653568,0.0,,5,1,0.0374,289488.0,332546.0,0.8705201686383237
6,experiment,experiment,SDS,TTAB,0.0001,0.010164088650723414,SDS_dilution_0,0.0005,40.0,TTAB_dilution_3,0.05,40.65635460289366,119.34364539710634,0.0,,5,1,0.0381,289243.0,330941.0,0.8740017102746411
7,experiment,experiment,SDS,TTAB,0.0001,0.0474341649025257,SDS_dilution_0,0.0005,40.0,TTAB_dilution_4,0.30000000000000004,31.622776601683796,128.3772233983162,0.0,,5,1,0.0378,274946.0,314491.0,0.8742571329545201
8,experiment,experiment,SDS,TTAB,0.0001,0.2213676087762045,SDS_dilution_0,0.0005,40.0,TTAB_dilution_5,3.0,14.7578405850803,145.24215941491968,0.0,,5,1,0.0378,262575.0,299638.0,0.8763074109425373
9,experiment,experiment,SDS,TTAB,0.0001,1.033086980997645,SDS_dilution_0,0.0005,40.0,TTAB_dilution_5,3.0,68.87246539984301,91.12753460015699,0.0,,5,1,0.0379,228493.0,260091.0,0.8785117516561511
10,experiment,experiment,SDS,TTAB,0.0001,4.821250571423044,SDS_dilution_0,0.0005,40.0,TTAB_stock,50.0,19.285002285692176,140.71499771430783,0.0,,5,1,0.0381,145797.0,163539.0,0.8915121163759103
11,experiment,experiment,SDS,TTAB,0.0001,22.5,SDS_dilution_0,0.0005,40.0,TTAB_stock,50.0,90.0,70.0,0.0,,5,1,1.5727,200161.0,246937.0,0.8105751669454152
12,experiment,experiment,SDS,TTAB,0.0004666838959452567,0.0001,SDS_dilution_1,0.003,31.112259729683778,TTAB_dilution_0,0.0005,40.0,128.88774027031621,0.0,,5,1,0.0382,325553.0,373676.0,0.8712173112535994
13,experiment,experiment,SDS,TTAB,0.0004666838959452567,0.0004666838959452567,SDS_dilution_1,0.003,31.112259729683778,TTAB_dilution_1,0.003,31.112259729683778,137.77548054063243,0.0,,5,1,0.0376,357476.0,411824.0,0.8680310035354909
14,experiment,experiment,SDS,TTAB,0.0004666838959452567,0.002177938587346432,SDS_dilution_1,0.003,31.112259729683778,TTAB_dilution_2,0.02,21.779385873464317,147.1083543968519,0.0,,5,1,0.0375,322520.0,369066.0,0.8738816363468864
15,experiment,experiment,SDS,TTAB,0.0004666838959452567,0.010164088650723414,SDS_dilution_1,0.003,31.112259729683778,TTAB_dilution_3,0.05,40.65635460289366,128.23138566742256,0.0,,5,1,0.0436,301777.0,342512.0,0.8810698603260616
16,experiment,experiment,SDS,TTAB,0.0004666838959452567,0.0474341649025257,SDS_dilution_1,0.003,31.112259729683778,TTAB_dilution_4,0.30000000000000004,31.622776601683796,137.26496366863242,0.0,,5,1,0.0381,300261.0,342401.0,0.8769279295329161
17,experiment,experiment,SDS,TTAB,0.0004666838959452567,0.2213676087762045,SDS_dilution_1,0.003,31.112259729683778,TTAB_dilution_5,3.0,14.7578405850803,154.12989968523593,0.0,,5,1,0.0385,292195.0,335578.0,0.870721561008171
18,experiment,experiment,SDS,TTAB,0.0004666838959452567,1.033086980997645,SDS_dilution_1,0.003,31.112259729683778,TTAB_dilution_5,3.0,68.87246539984301,100.0152748704732,0.0,,5,1,0.038,246267.0,280727.0,0.8772472900718492
19,experiment,experiment,SDS,TTAB,0.0004666838959452567,4.821250571423044,SDS_dilution_1,0.003,31.112259729683778,TTAB_stock,50.0,19.285002285692176,149.60273798462404,0.0,,5,1,0.0383,148781.0,169130.0,0.879684266540531
20,experiment,experiment,SDS,TTAB,0.0004666838959452567,22.5,SDS_dilution_1,0.003,31.112259729683778,TTAB_stock,50.0,90.0,78.88774027031621,0.0,,5,1,0.6747,196496.0,245209.0,0.8013408969491332
21,experiment,experiment,SDS,TTAB,0.002177938587346432,0.0001,SDS_dilution_2,0.02,21.779385873464317,TTAB_dilution_0,0.0005,40.0,138.22061412653568,0.0,,5,1,0.0371,363620.0,416616.0,0.8727941317664228
22,experiment,experiment,SDS,TTAB,0.002177938587346432,0.0004666838959452567,SDS_dilution_2,0.02,21.779385873464317,TTAB_dilution_1,0.003,31.112259729683778,147.1083543968519,0.0,,5,1,0.038,404580.0,464015.0,0.8719114683792549
23,experiment,experiment,SDS,TTAB,0.002177938587346432,0.002177938587346432,SDS_dilution_2,0.02,21.779385873464317,TTAB_dilution_2,0.02,21.779385873464317,156.44122825307136,0.0,,5,1,0.0379,306744.0,349642.0,0.8773087901339084
24,experiment,experiment,SDS,TTAB,0.002177938587346432,0.010164088650723414,SDS_dilution_2,0.02,21.779385873464317,TTAB_dilution_3,0.05,40.65635460289366,137.56425952364202,0.0,,5,1,0.0392,273263.0,311613.0,0.8769306800422318
25,experiment,experiment,SDS,TTAB,0.002177938587346432,0.0474341649025257,SDS_dilution_2,0.02,21.779385873464317,TTAB_dilution_4,0.30000000000000004,31.622776601683796,146.59783752485188,0.0,,5,1,0.0377,295153.0,336814.0,0.8763085857476233
26,experiment,experiment,SDS,TTAB,0.002177938587346432,0.2213676087762045,SDS_dilution_2,0.02,21.779385873464317,TTAB_dilution_5,3.0,14.7578405850803,163.4627735414554,0.0,,5,1,0.0378,292017.0,332717.0,0.8776738188911297
