0.25, 0.0, 0.0, 0.0
0.25, 0.0, 0.0, 0.0
0.25, 0.0, 0.0, 0.0
0.25, 0.0, 0.0, 0.0
0.25, 0.0, 0.0, 0.0
0.25, 0.0, 0.0, 0.0
0.0, 0.25, 0.0, 0.0
0.0, 0.25, 0.0, 0.0
0.0, 0.25, 0.0, 0.0
0.0, 0.25, 0.0, 0.0
0.0, 0.25, 0.0, 0.0
0.0, 0.25, 0.0, 0.0
0.0, 0.0, 0.25, 0.0
0.0, 0.0, 0.25, 0.0
0.0, 0.0, 0.25, 0.0
0.0, 0.0, 0.25, 0.0
0.0, 0.0, 0.25, 0.0
0.0, 0.0, 0.25, 0.0
0.0, 0.0, 0.0, 0.25
0.0, 0.0, 0.0, 0.25
0.0, 0.0, 0.0, 0.25
0.0, 0.0, 0.0, 0.25
0.0, 0.0, 0.0, 0.25
0.0, 0.0, 0.0, 0.25
0.08, 0.09, 0.0, 0.08
0.08, 0.09, 0.0, 0.08
0.08, 0.09, 0.0, 0.08
0.08, 0.09, 0.0, 0.08
0.08, 0.09, 0.0, 0.08
0.08, 0.09, 0.0, 0.08
0.07, 0.07, 0.04, 0.07
0.07, 0.07, 0.04, 0.07
0.07, 0.07, 0.04, 0.07
0.07, 0.07, 0.04, 0.07
0.07, 0.07, 0.04, 0.07
0.07, 0.07, 0.04, 0.07
0.12, 0.0, 0.05, 0.08
0.12, 0.0, 0.05, 0.08
0.12, 0.0, 0.05, 0.08
0.12, 0.0, 0.05, 0.08
0.12, 0.0, 0.05, 0.08
0.12, 0.0, 0.05, 0.08
0.08, 0.09, 0.0, 0.08
0.08, 0.09, 0.0, 0.08
0.08, 0.09, 0.0, 0.08
0.08, 0.09, 0.0, 0.08
0.08, 0.09, 0.0, 0.08
0.08, 0.09, 0.0, 0.08
0.08, 0.0, 0.08, 0.09
0.08, 0.0, 0.08, 0.09
0.08, 0.0, 0.08, 0.09
0.08, 0.0, 0.08, 0.09
0.08, 0.0, 0.08, 0.09
0.08, 0.0, 0.08, 0.09
0.12, 0.04, 0.04, 0.05
0.12, 0.04, 0.04, 0.05
0.12, 0.04, 0.04, 0.05
0.12, 0.04, 0.04, 0.05
0.12, 0.04, 0.04, 0.05
0.12, 0.04, 0.04, 0.05
0.08, 0.12, 0.05, 0.0
0.08, 0.12, 0.05, 0.0
0.08, 0.12, 0.05, 0.0
0.08, 0.12, 0.05, 0.0
0.08, 0.12, 0.05, 0.0
0.08, 0.12, 0.05, 0.0
0.07, 0.05, 0.09, 0.04
0.07, 0.05, 0.09, 0.04
0.07, 0.05, 0.09, 0.04
0.07, 0.05, 0.09, 0.04
0.07, 0.05, 0.09, 0.04
0.07, 0.05, 0.09, 0.04
0.04, 0.04, 0.13, 0.04
0.04, 0.04, 0.13, 0.04
0.04, 0.04, 0.13, 0.04
0.04, 0.04, 0.13, 0.04
0.04, 0.04, 0.13, 0.04
0.04, 0.04, 0.13, 0.04
0.07, 0.0, 0.0, 0.18
0.07, 0.0, 0.0, 0.18
0.07, 0.0, 0.0, 0.18
0.07, 0.0, 0.0, 0.18
0.07, 0.0, 0.0, 0.18
0.07, 0.0, 0.0, 0.18
0.07, 0.12, 0.0, 0.06
0.07, 0.12, 0.0, 0.06
0.07, 0.12, 0.0, 0.06
0.07, 0.12, 0.0, 0.06
0.07, 0.12, 0.0, 0.06
0.07, 0.12, 0.0, 0.06
0.1, 0.05, 0.06, 0.04
0.1, 0.05, 0.06, 0.04
0.1, 0.05, 0.06, 0.04
0.1, 0.05, 0.06, 0.04
0.1, 0.05, 0.06, 0.04
0.1, 0.05, 0.06, 0.04
