vial_index,vial_name,location,location_index,vial_volume,capped,cap_type,vial_type,home_location,home_location_index,notes
0,water,main_8mL_rack,28,7.856700000000004,True,closed,8_mL,main_8mL_rack,28,
1,dmso,main_8mL_rack,27,7.963727272727274,True,closed,8_mL,main_8mL_rack,27,
2,polymer_dmso,main_8mL_rack,26,7.8,True,closed,8_mL,main_8mL_rack,26,
3,glycerol,main_8mL_rack,25,6.493968253968253,True,closed,8_mL,main_8mL_rack,25,
