volume_target_ml,volume_target_ul,volume_measured_ml,volume_measured_ul,deviation_pct,precision_cv_pct,duration_s,trials_count,status,measurement_count,calibration_overaspirate_vol,hardware_parameters_aspirate_speed,hardware_parameters_dispense_speed,hardware_parameters_aspirate_wait_time,hardware_parameters_blowout_vol,hardware_parameters_pre_asp_air_vol
0.1,100.0,0.09518518518518518,95.18518518518518,4.814814814814823,0.5915452099442101,70.7130846333069,31,success,60,0.010036000000000007,10,27,27.0,0.16,0.024
0.05,50.0,0.04904761904761905,49.04761904761905,1.904761904761909,1.2843452966332995,67.21862549994451,3,success,5,0.0039967022607022675,10,27,27.0,0.16,0.024
0.025,25.0,0.022380952380952383,22.380952380952383,10.476190476190476,100.0,59.81412753330854,20,partial_success,26,0.001,10,27,27.0,0.11,0.024
