volume_target_ml,volume_target_ul,volume_measured_ml,volume_measured_ul,deviation_pct,precision_cv_pct,duration_s,trials_count,status,measurement_count,calibration_overaspirate_vol,hardware_parameters_aspirate_speed,hardware_parameters_dispense_speed,hardware_parameters_aspirate_wait_time,hardware_parameters_pre_asp_air_vol
0.18,180.0,0.1802439999999997,180.24399999999972,0.13555555555546292,0.12612478407800523,17.362160840071738,11,success,47,0.0059,15,7,1.3,0.065
0.1,100.0,0.09979000000000049,99.79000000000049,0.26999999999923197,0.2137561780502354,16.278900660201906,3,success,7,0.004329432624113245,15,7,1.3,0.065
0.075,75.0,0.07502500000000012,75.02500000000012,0.12666666666784065,0.16661112962437252,15.99313989970833,3,success,7,0.0040082802547753964,15,7,1.3,0.065
