volume_target_ml,volume_target_ul,volume_measured_ml,volume_measured_ul,deviation_pct,precision_cv_pct,duration_s,trials_count,status,measurement_count,calibration_overaspirate_vol,hardware_parameters_aspirate_speed,hardware_parameters_dispense_speed,hardware_parameters_aspirate_wait_time,hardware_parameters_pre_asp_air_vol
0.05,50.0,0.04979999999999988,49.799999999999876,1.200000000000323,1.5240329656625586,23.515464319847524,16,success,68,0.0038,17,18,2.7,0.10400000000000001
0.02,20.0,0.020018181818181994,20.018181818181993,0.9999999999978846,1.1754931067678909,21.39665443971753,3,success,7,0.002292676767677177,17,18,2.7,0.10400000000000001
0.01,10.0,0.01016363636363593,10.16363636363593,3.8181818181844407,4.118377256971214,20.846138739958405,3,success,7,0.0017612299465228148,17,18,2.7,0.10400000000000001
0.005,5.0,0.004769696969697372,4.769696969697372,4.606060606052551,2.966357695022346,27.413651099987327,5,success,14,0.0014,17,18,2.7,0.3
