volume_target_ml,volume_target_ul,volume_measured_ml,volume_measured_ul,deviation_pct,precision_cv_pct,duration_s,trials_count,status,measurement_count,calibration_overaspirate_vol,hardware_parameters_aspirate_speed,hardware_parameters_dispense_speed,hardware_parameters_aspirate_wait_time,hardware_parameters_pre_asp_air_vol
0.18,180.0,0.1791000000000004,179.1000000000004,0.49999999999977845,0.21624697633823978,17.59645466003567,10,success,42,0.0024000000000000002,14,11,0.9,0.117
0.1,100.0,0.09956000000000068,99.56000000000067,0.48000000000037457,0.4635588894829513,16.597250219993292,3,success,7,0.0029208333333323793,14,11,0.9,0.117
0.075,75.0,0.07425999999999995,74.25999999999995,0.9866666666673019,0.8057244977999102,16.357830440066756,3,success,7,0.003209999999999338,14,11,0.9,0.117
