volume_target_ml,volume_target_ul,volume_measured_ml,volume_measured_ul,deviation_pct,precision_cv_pct,duration_s,trials_count,status,measurement_count,calibration_overaspirate_vol,hardware_parameters_aspirate_speed,hardware_parameters_dispense_speed,hardware_parameters_aspirate_wait_time,hardware_parameters_pre_asp_air_vol
0.05,50.0,0.050120000000000074,50.120000000000076,0.24000000000100052,0.2185644682786597,15.260822219774127,20,success,85,0.0053,10,12,1.7000000000000002,0.0
0.025,25.0,0.02529466666666629,25.294666666666288,1.1786666666651457,0.4435334767403037,15.078342879749835,3,success,7,0.004252380952379889,10,12,1.7000000000000002,0.0
0.01,10.0,0.009959999999999525,9.959999999999525,1.999999999999318,2.9783929667112123,14.958304080180824,3,success,7,0.003633333333332912,10,12,1.7000000000000002,0.0
