volume_target_ml,volume_target_ul,volume_measured_ml,volume_measured_ul,deviation_pct,precision_cv_pct,duration_s,trials_count,status,measurement_count,calibration_overaspirate_vol,hardware_parameters_aspirate_speed,hardware_parameters_dispense_speed,hardware_parameters_aspirate_wait_time,hardware_parameters_retract_speed,hardware_parameters_blowout_vol,hardware_parameters_post_asp_air_vol,hardware_parameters_pre_asp_air_vol
0.05,50.0,0.048999999999999995,48.99999999999999,2.000000000000011,0.8895712129674808,19.259060700035963,23,success,61,0.004,13,11,1.5,5.2,0.147,0.084,0.029
0.1,100.0,0.10053333333333334,100.53333333333333,1.1333333333333426,1.2437002210551213,23.76918593336207,3,success,5,0.0036428571428571512,13,11,1.5,5.2,0.147,0.084,0.029
0.025,25.0,0.024399999999999998,24.4,2.400000000000009,2.1686486156267217,18.928056199957307,3,success,5,0.0031111111111111135,13,11,1.5,5.2,0.147,0.084,0.029
