volume_target_ml,volume_target_ul,volume_measured_ml,volume_measured_ul,deviation_pct,precision_cv_pct,duration_s,trials_count,status,measurement_count,calibration_overaspirate_vol,hardware_parameters_aspirate_speed,hardware_parameters_dispense_speed,hardware_parameters_aspirate_wait_time,hardware_parameters_blowout_vol,hardware_parameters_post_asp_air_vol,hardware_parameters_pre_asp_air_vol
0.05,50.0,0.05001599999999975,50.01599999999975,0.20800000000051333,0.3265757675801288,22.227827539946883,18,success,70,0.0051,11,14,0.0,0.0,0.017,0.122
0.03,30.0,0.029968000000000217,29.968000000000217,0.4799999999985001,0.6480791984125027,22.118057319987564,3,success,7,0.003870434782607292,11,14,0.0,0.0,0.017,0.122
0.1,100.0,0.10062800000000002,100.62800000000003,0.6920000000012971,0.5220027002892871,22.478936020098626,3,success,7,0.007779630996312643,11,14,0.0,0.0,0.017,0.122
0.15,150.0,0.14915000000000161,149.15000000000163,0.5666666666655792,0.37778838986237057,23.041081020142883,4,success,12,0.003,11,14,0.0,0.0,0.017,0.122
