volume_target_ml,volume_target_ul,volume_measured_ml,volume_measured_ul,deviation_pct,precision_cv_pct,duration_s,trials_count,status,measurement_count,calibration_overaspirate_vol,hardware_parameters_aspirate_speed,hardware_parameters_dispense_speed,hardware_parameters_aspirate_wait_time,hardware_parameters_post_asp_air_vol,hardware_parameters_pre_asp_air_vol
0.025,25.0,0.024540000000000006,24.540000000000006,1.8399999999999803,1.0626246789246585,15.05705180009827,53,success,150,0.006,10,5,0.0,0.0,0.23
0.02,20.0,0.019459999999999766,19.459999999999766,2.7000000000011704,0.7793294392662203,16.0362854199484,3,success,7,0.006777777777777922,10,5,0.0,0.0,0.23
0.015,15.0,0.015020000000000167,15.020000000000167,0.4000000000021949,0.7293243109244858,16.11645844001323,3,success,7,0.007735416666665168,10,5,0.0,0.0,0.23
0.01,10.0,0.010059999999999647,10.059999999999647,2.2000000000015514,2.592128192927725,14.635602800082415,3,success,7,0.008300000000001315,10,5,0.0,0.0,0.23
0.005,5.0,0.004960000000000164,4.960000000000164,1.600000000007356,2.2987407764056895,15.260640820022672,5,success,17,0.008,10,5,0.0,0.0,0.23
