deviation,variability,time,aspirate_speed,dispense_speed,aspirate_wait_time,dispense_wait_time,retract_speed,pre_asp_air_vol,post_asp_air_vol,blowout_vol,volume,trial_index,strategy
42.15981277165242,0.32998316455373067,370.7220883841006,10,9,22.48070776462555,5.529413223266602,8.707314252853394,0.07656387686729432,0.03626673817634583,0.09827781915664674,0.01,0,SOBOL
60.548311601473934,0.3299831645543887,494.1098653847657,30,20,12.393135940656066,19.006759207695723,6.180459061637521,0.00910657523199916,0.07015586374327541,0.04915549391880632,0.01,1,SOBOL
24.774322968903867,0.08164965809258232,524.4358557386681,21,15,28.394931005313993,12.44194284081459,2.857728261500597,0.02780016027390957,0.021137000154703857,0.005674139223992825,0.01,2,SOBOL
34.13574055499741,0.612825877029103,478.2508318175241,14,26,4.259606637060642,27.09417167119682,14.326068742200732,0.05800161259248853,0.08489191569387913,0.053429100010544066,0.01,3,SOBOL
38.48211300567861,0.3771236166323651,399.10749102787145,12,13,8.865606626495719,25.507228514179587,12.955780761316419,0.08964786045253277,0.009584618732333183,0.019973371271044017,0.01,4,SOBOL
47.17485790705586,2.19291789378685,511.0726049075459,18,29,18.480767849832773,9.92737378925085,1.4810310155153275,0.021166110504418613,0.09678952721878886,0.07085026931017638,0.02,5,SOBOL
31.62821798729421,0.20548046676515366,299.1863880928281,26,6,0.7320817932486534,18.36072424426675,7.5372832622379065,0.03997252676635981,0.04463346553966403,0.07741775074973703,0.02,6,SOBOL
39.98662654630588,0.4496912521074328,388.4327146843015,7,22,24.394993605092168,2.07382139749825,10.070545684546232,0.0707101228646934,0.061347012594342235,0.025173463486135007,0.02,7,SOBOL
15.07856904045662,0.4921607686747434,193.55462653847434,6,17,3.127111690118909,9.12240631878376,4.613543218001723,0.051800356898456815,0.005488559231162072,0.018380295857787134,0.02,8,SOBOL
30.12370444667288,4.654269246855242,658.9695473272762,25,25,23.992158360779285,22.591543151065707,8.890156205743551,0.03429424092173577,0.08799194870516658,0.06613219333812595,0.02,9,SOBOL
7.522567703108679,0.21602468994560292,203.1749803612551,20,10,10.220576841384172,1.0385697428137064,14.071327509358525,0.003003095742315054,0.03936676783487201,0.08519967235624791,0.05,10,SOBOL
7.388833166164835,1.7632041540579657,443.7618594511216,14,18,15.133602982386947,15.675207730382681,4.353389084339142,0.08315568547695876,0.054507419839501386,0.03608038453385234,0.05,11,SOBOL
7.388833166164835,0.2357022603953852,593.0471409549489,16,8,27.99209486693144,21.957307923585176,2.1147363521158695,0.06480193203315139,0.029031942412257195,0.0905201922170818,0.05,12,SOBOL
12.002674690738493,1.6679994670931613,300.37050440600547,23,21,6.654637428000569,6.358196781948209,11.839938221499324,0.04636904727667571,0.06449701515957713,0.03827286474406719,0.05,13,SOBOL
6.920762286861335,0.571547606648905,595.6795000226621,28,14,19.133543958887458,29.807055657729506,11.142286695539951,0.015160191152244807,0.012734624277800323,0.0072915124706923965,0.05,14,SOBOL
3.1761952524239225,0.6847546194725471,469.3156348758437,8,27,13.748105261474848,13.508277721703053,6.8584117237478495,0.09594660475850106,0.08118800707161428,0.058171473816037184,0.1,15,SOBOL
3.7445670344364945,0.20548046676659448,446.6261368064983,9,13,23.40445996262133,16.95433541201055,14.969952439889312,0.04698180630803109,0.07446257714182139,0.011113976687192918,0.1,16,SOBOL
3.1427616181885525,0.094280904158824,372.3553551371916,29,28,2.066914290189743,3.480159603059292,3.4690869115293026,0.06682899007573724,0.0319600542075932,0.06023325314745307,0.1,17,SOBOL
7.489134068872725,0.3299831645536111,559.2394580148093,24,7,16.193686556071043,25.0386262871325,5.505754502490163,0.0982147527858615,0.08294119657948613,0.0911657750606537,0.1,18,SOBOL
3.343363423604932,0.16996731711936336,351.63149234806997,17,22,10.80838861875236,10.396040948107839,8.010552018880844,0.01572107141837478,0.023087760992348196,0.04341386621817947,0.1,19,SOBOL
27.783350050146527,0.35590260840104615,68.10652930320312,5,18,1.259999429699195,4.833236181917786e-16,4.636801119976605,0.021896266072078095,1.3779743182394486e-18,0.010214608661973318,0.01,20,BAYESIAN
59.2109662320354,0.7845734863955934,82.65602648264199,23,5,0.0,2.8928444844926933e-11,1.0,0.0,0.020567146041561582,0.0,0.01,21,BAYESIAN
57.539284520231284,3.0879694874715202,65.74942224373964,5,16,0.0,0.0,3.7228618494375834,0.0021709733676902013,0.012159395320615034,0.0074916177856973135,0.01,22,BAYESIAN
26.111668338342415,0.20548046676515366,72.61914262686155,5,19,2.0912937356656493e-14,4.397973024749709e-14,10.512021137786878,0.03739753615600215,0.003649344655707155,0.007659174122116443,0.01,23,BAYESIAN
32.1297225008396,0.4496912521074328,32.87908991284413,5,13,8.357977315046282e-14,9.299036068161233e-14,6.711325649681379,0.029254372970319353,5.943370707660947e-16,0.0,0.01,24,BAYESIAN
26.44600468070204,0.20548046676515366,111.07210035335797,15,22,7.443871403600719e-15,4.955780640504593e-15,8.918599516277967,0.04407573034892929,0.05960835241159771,0.028434505891268474,0.01,25,BAYESIAN
31.46104981611439,0.2624669291331153,116.9824373317816,8,22,2.3236505336616036,0.0,1.0,0.02983781161491062,0.002125813012670952,0.004596467673382139,0.01,26,BAYESIAN
29.120695419591,0.16996731711913113,45.950660588006365,6,13,0.0,0.0,15.0,0.042971392541171466,0.0,1.5359725752176077e-17,0.01,27,BAYESIAN
35.138749582076315,0.6944222218672255,139.4061755372493,5,13,0.0,7.791786890780283,14.064218775502528,0.039788342465571835,0.0,0.0248457602093846,0.01,28,BAYESIAN
