aspirate_speed,dispense_speed,aspirate_wait_time,blowout_vol,post_asp_air_vol,pre_asp_air_vol,dispense_wait_time,asp_disp_cycles,overaspirate_vol,volume_target,post_retract_wait_time,retract_speed,volume_measured,volume_target_ul,time,average_deviation,variability,trials_count,status,measurement_count
12,12,3.0,0.0,0.0,0.0,1.5,0,0.0035,200.0,0.0,5.0,206.40050697084848,200.0,17.1124705999624,3.200253485424287,0.0970917304324071,26,success,121
12,12,3.0,0.0,0.0,0.241,1.5,0,-0.0195054945054922,500.0,0.0,5.0,503.24461343472626,500.0,22.290946660051123,0.6489226869452525,0.4368001488676817,3,success,7
12,12,3.0,0.0,0.0,0.241,1.5,0,0.0073,800.0,0.0,5.0,801.3603717786239,800.0,25.08846208006144,0.1700464723279754,0.1386541164336666,16,success,72
