volume_target,volume_measured,average_deviation,variability,time,aspirate_speed,dispense_speed,aspirate_wait_time,dispense_wait_time,retract_speed,blowout_vol,post_asp_air_vol,overaspirate_vol,volume_ml,volume_ul,status,accuracy_tolerance_met,precision_tolerance_met
50,50.73933249,1.478664977,0.126742712,16.36254215,12,13,0,1.50E+00,15,0.105694662,0.024339267,0.004070212,0.05,50,success,TRUE,TRUE
25,25.30629489,1.225179552,0.624650649,14.93208154,12,13,0,1.50E+00,15,0.105694662,0.024339267,0.00405965,0.025,25,success,,
100,100.2534854,0.675961132,0.844919412,15.80471325,12,13,0,1.50E+00,15,0.105694662,0.024339267,0.002676042,0.1,100,success,,
