aspirate_speed,dispense_speed,aspirate_wait_time,pre_asp_air_vol,overaspirate_vol,volume_target,dispense_wait_time,post_retract_wait_time,volume_measured,average_deviation,variability,time
15,6,0.2,0.214,0.0019,5.0,0.0,0.0,4.7200000000007005,0.0047200000000007,0.0047200000000007,0.0047200000000007
15,6,0.2,0.27,0.0019421052631568,10.0,0.0,0.0,9.8920000000003,0.0098920000000003,0.0098920000000003,0.0098920000000003
15,6,0.2,0.27,0.0023307692307684,20.0,0.0,0.0,19.959999999999997,0.01996,0.01996,0.01996
15,6,0.2,0.27,0.0031,50.0,0.0,0.0,50.360000000000205,0.0503600000000002,0.0503600000000002,0.0503600000000002
