,well_position,turbidity_600
0,G1,2.7522
1,G2,0.0377
2,G3,0.0382
3,G4,0.1385
4,G5,0.2732
5,G6,0.0387
6,G7,0.0505
7,G8,0.0386
8,G9,2.8587
9,G10,0.0387
10,G11,0.0384
11,G12,0.783
