,well_position,334_373,334_384
0,C1,26557.0,31772.0
1,C2,27341.0,33499.0
2,C3,31007.0,42440.0
3,C4,42669.0,50337.0
4,C5,34984.0,42193.0
5,C6,29920.0,35350.0
6,C7,201459.0,249119.0
7,C8,226238.0,277638.0
8,C9,253807.0,310926.0
9,C10,154271.0,177434.0
10,C11,34364.0,42043.0
11,C12,33318.0,40376.0
