,well_position,334_373,334_384
0,D1,18323.0,21266.0
1,D2,186927.0,229124.0
2,D3,46415.0,56185.0
3,D4,15929.0,17989.0
4,D5,59999.0,76767.0
5,D6,191353.0,234769.0
6,D7,253947.0,293462.0
7,D8,85925.0,104795.0
8,D9,16349.0,18972.0
9,D10,27440.0,32332.0
10,D11,12034.0,14344.0
11,D12,272959.0,314668.0
