,well_position,turbidity_600
0,B1,0.1688
1,B2,0.2784
2,B3,0.0384
3,B4,0.0385
4,B5,0.0401
5,B6,0.9145
6,B7,0.0811
7,B8,0.0382
8,B9,0.0388
9,B10,0.1839
10,B11,1.847
11,B12,2.3764
