,well_position,turbidity_600
0,F8,2.5848
1,F9,0.1947
2,F10,2.4313
3,F11,0.5452
4,F12,0.7143
5,G1,0.0384
6,G2,0.0379
7,G3,0.397
8,G4,0.044
9,G5,1.65
10,G6,0.0386
11,G7,0.0397
