,well_position,334_373,334_384
0,F1,14439.0,16608.0
1,F2,14485.0,16469.0
2,F3,191677.0,230656.0
3,F4,24444.0,29895.0
4,F5,300964.0,344928.0
5,F6,109658.0,133442.0
6,F7,14575.0,17063.0
7,F8,23765.0,29123.0
8,F9,303273.0,349592.0
9,F10,219326.0,247749.0
10,F11,13326.0,15687.0
11,F12,192672.0,222926.0
