,well_position,turbidity_600
0,G8,0.9482
1,G9,0.0386
2,G10,0.0388
3,G11,0.0929
4,G12,2.3901
5,H1,0.0715
6,H2,0.0379
7,H3,0.0378
8,H4,0.0419
9,H5,0.0379
10,H6,0.7533
11,H7,0.0384
