,well_position,334_373,334_384
0,E8,39755.0,50673.0
1,E9,13247.0,15333.0
2,E10,19331.0,23699.0
3,E11,24372.0,30700.0
4,E12,151068.0,182692.0
5,F1,88482.0,115709.0
6,F2,237966.0,298922.0
7,F3,251417.0,320096.0
8,F4,14521.0,16502.0
9,F5,73773.0,112860.0
10,F6,255470.0,295854.0
11,F7,246643.0,283810.0
