surf_A_conc_mm,surf_B_conc_mm,triangle_score,max_distance,second_largest_distance,triangle_area,triangle_vertices,rank
1.3107833983760877,3.319207349694106,3.250825660244775,2.8186234155444545,2.4744798384331705,0.022639960512361855,"(111, 57, 151)",1
1.201142987972846,2.6364570913121748,2.599704092531827,2.4744798384331705,1.4487316077171812,0.018786350212385384,"(151, 57, 41)",2
1.6242284498297244,3.319207349694106,2.224109118385067,2.8186234155444545,1.877339836184711,0.010597428324935333,"(58, 111, 151)",3
0.1325487684086712,1.9687176747650554,2.017691838486383,1.2129057675868868,0.9263861273448906,0.047099681444157056,"(136, 124, 150)",4
3.3192073496941052,6.215633972988995,1.9865374357675638,3.8499410765792064,2.826105616864934,0.004531560260157538,"(67, 78, 98)",5
0.3563988967418848,0.5429001549997343,1.9681273532770056,2.0063469866460553,1.734046418494733,0.016377843774900074,"(115, 79, 12)",6
0.02532231758356284,20.94805912900607,1.9609393313001688,1.2951317591426992,1.0665269937726827,0.039017804287261926,"(95, 9, 4)",7
4.9764598352837215,2.267224395867012,1.9592988100770499,1.467312797213826,1.1778138686552426,0.03034718111231484,"(56, 69, 32)",8
0.3089291553035667,0.029213319283060996,1.931097872524131,0.5206890636641296,0.41819329818481804,0.23410682572357158,"(11, 38, 10)",9
3.4750453759781514,2.9412828011376413,1.928294148574395,3.4735520061287573,1.9485212290568468,0.005245191797190214,"(160, 18, 69)",10
14.731579742644417,20.400836077524364,1.923428342704386,1.6351712139064831,1.4478204139073285,0.023549840722078524,"(112, 145, 24)",11
0.029213319283060996,0.7283223228927866,1.911580560365177,0.5154265385804045,0.382584725719743,0.23410682572357158,"(7, 36, 2)",12
0.029213319283060996,0.3089291553035667,1.8974075584562857,0.5116050196412301,0.382584725719743,0.23410682572357155,"(37, 7, 2)",13
0.18732157807433888,0.07945533875000464,1.8766897998210517,0.5206890636641296,0.35110692698952495,0.22110089096115093,"(99, 38, 11)",14
