,well_position,turbidity_600,wellplate_index
0,C5,0.0904,28
1,C6,0.2677,29
2,C7,1.7168,30
3,C8,0.1828,31
4,C9,0.0378,32
5,C10,0.5617,33
6,C11,0.1979,34
7,C12,0.5662,35
8,D1,0.0396,36
9,D2,0.606,37
10,D3,0.1071,38
11,D4,0.0413,39
12,D5,0.0795,40
13,D6,0.0693,41
