,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,A1,266561.0,351763.0,0,0.7577857819042935
1,A2,203640.0,260547.0,1,0.7815864316227015
2,A3,312660.0,368886.0,2,0.8475789268229209
3,A4,256968.0,302391.0,3,0.8497871960475014
4,A5,236374.0,275879.0,4,0.8568031637058275
5,A6,236763.0,278039.0,5,0.8515460061358299
6,A7,253862.0,307512.0,6,0.8255352636645074
7,A8,257363.0,324080.0,7,0.7941341644038509
8,A9,279419.0,364543.0,8,0.7664911958260068
9,A10,277155.0,367235.0,9,0.7547074761392569
10,A11,288956.0,383655.0,10,0.7531662561415855
11,A12,339363.0,394432.0,11,0.8603840459191952
12,B1,318666.0,369730.0,12,0.8618884050523354
13,B2,323040.0,377960.0,13,0.8546936183723145
14,B3,346578.0,401167.0,14,0.863924500270461
15,B4,331017.0,382692.0,15,0.8649697406791885
16,B5,324425.0,375020.0,16,0.8650871953495813
17,B6,331906.0,382380.0,17,0.8680004184319263
18,B7,335962.0,386491.0,18,0.8692621561692252
19,B8,267167.0,307072.0,19,0.870046764276782
20,B9,221672.0,251535.0,20,0.8812769594688612
21,B10,166922.0,186425.0,21,0.8953842027625051
22,B11,278013.0,316696.0,22,0.8778544724278172
23,B12,170604.0,188537.0,23,0.9048833915889188
24,C1,215469.0,242713.0,24,0.887752201159394
25,C2,187401.0,210031.0,25,0.8922540005999114
26,C3,127797.0,138689.0,26,0.9214645718117515
27,C4,269513.0,306502.0,27,0.8793188951458718
28,C5,179292.0,220354.0,28,0.8136543924775589
29,C6,166460.0,185484.0,29,0.8974358974358975
30,C7,128723.0,142273.0,30,0.9047605659541866
31,C8,59500.0,74203.0,31,0.8018543724647251
32,C9,270781.0,308710.0,32,0.8771371189789771
33,C10,194383.0,240168.0,33,0.8093626128376803
34,C11,157368.0,174147.0,34,0.9036503643473617
35,C12,137018.0,152579.0,35,0.898013488094692
36,D1,138269.0,160957.0,36,0.8590430984672925
37,D2,233410.0,267341.0,37,0.87307969970936
38,D3,187389.0,234378.0,38,0.7995161661930728
39,D4,227877.0,291533.0,39,0.7816507908195641
40,D5,240503.0,309978.0,40,0.7758711908587062
41,D6,279285.0,367651.0,41,0.7596470565835535
42,D7,265033.0,349612.0,42,0.7580775259430454
43,D8,87367.0,128328.0,43,0.680810111589053
