,well_position,turbidity_600,wellplate_index
0,F11,1.2477,70
1,F12,0.0381,71
2,G1,1.0715,72
3,G2,0.0411,73
4,G3,1.1023,74
5,G4,0.2348,75
6,G5,0.2001,76
7,G6,0.0394,77
8,G7,0.3495,78
9,G8,0.652,79
10,G9,0.0385,80
11,G10,1.2526,81
12,G11,0.0384,82
13,G12,1.0896,83
