,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,D7,94011.0,115319.0,42,0.8152255916197678
1,D8,159169.0,191916.0,43,0.8293680568582088
2,D9,54517.0,63571.0,44,0.8575765679319186
3,D10,57358.0,78626.0,45,0.7295042352402513
4,D11,161704.0,192654.0,46,0.8393492997809544
5,D12,129714.0,138762.0,47,0.9347948285553682
6,E1,128398.0,183657.0,48,0.6991184654001753
7,E2,250364.0,289131.0,49,0.8659189087299528
8,E3,136496.0,151808.0,50,0.8991357504215851
9,E4,118879.0,137452.0,51,0.864876465966301
10,E5,183966.0,216317.0,52,0.850446335701771
11,E6,47898.0,63596.0,53,0.7531605761368639
12,E7,183592.0,211426.0,54,0.8683511015674515
13,E8,169655.0,186909.0,55,0.907687698291682
