,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,G1,56493.0,81051.0,72,0.6970055890735463
1,G2,45783.0,64566.0,73,0.7090883746863674
2,G3,86494.0,117728.0,74,0.7346935308507747
3,G4,115005.0,152645.0,75,0.7534147859412362
4,G5,98845.0,113682.0,76,0.8694868140954592
5,G6,48581.0,57444.0,77,0.8457106051110647
6,G7,85005.0,114225.0,78,0.7441891004596192
7,G8,123373.0,144046.0,79,0.856483345597934
8,G9,229676.0,306646.0,80,0.7489939539403743
9,G10,234205.0,304750.0,81,0.7685151763740771
10,G11,238001.0,307110.0,82,0.7749698804988441
11,G12,71652.0,92051.0,83,0.7783945856101508
12,H1,263181.0,328968.0,84,0.8000200627416648
13,H2,111575.0,132081.0,85,0.8447467841703197
