,well_position,turbidity_600,wellplate_index
0,D9,2.1219,44
1,D10,0.1109,45
2,D11,0.0853,46
3,D12,0.8774,47
4,E1,0.0539,48
5,E2,0.0403,49
6,E3,0.0403,50
7,E4,0.0519,51
8,E5,0.0394,52
9,E6,0.0393,53
10,E7,0.0391,54
11,E8,0.0379,55
12,E9,0.0457,56
13,E10,0.0436,57
